name,code,yomigana,prefecture_id,seireishitei_id
荒尾市,432041,ｱﾗｵｼ,43,1
水俣市,432059,ﾐﾅﾏﾀｼ,43,1
玉名市,432067,ﾀﾏﾅｼ,43,1
山鹿市,432083,ﾔﾏｶﾞｼ,43,1
菊池市,432105,ｷｸﾁｼ,43,1
宇土市,432113,ｳﾄｼ,43,1
上天草市,432121,ｶﾐｱﾏｸｻｼ,43,1
宇城市,432130,ｳｷｼ,43,1
阿蘇市,432148,ｱｿｼ,43,1
天草市,432156,ｱﾏｸｻｼ,43,1
合志市,432164,ｺｳｼｼ,43,1
美里町,433489,ﾐｻﾄﾏﾁ,43,1
玉東町,433641,ｷﾞｮｸﾄｳﾏﾁ,43,1
南関町,433675,ﾅﾝｶﾝﾏﾁ,43,1
長洲町,433683,ﾅｶﾞｽﾏﾁ,43,1
和水町,433691,ﾅｺﾞﾐﾏﾁ,43,1
大津町,434035,ｵｵﾂﾞﾏﾁ,43,1
菊陽町,434043,ｷｸﾖｳﾏﾁ,43,1
南小国町,434230,ﾐﾅﾐｵｸﾞﾆﾏﾁ,43,1
小国町,434248,ｵｸﾞﾆﾏﾁ,43,1
産山村,434256,ｳﾌﾞﾔﾏﾑﾗ,43,1
高森町,434281,ﾀｶﾓﾘﾏﾁ,43,1
西原村,434329,ﾆｼﾊﾗﾑﾗ,43,1
南阿蘇村,434337,ﾐﾅﾐｱｿﾑﾗ,43,1
御船町,434418,ﾐﾌﾈﾏﾁ,43,1
嘉島町,434426,ｶｼﾏﾏﾁ,43,1
益城町,434434,ﾏｼｷﾏﾁ,43,1
甲佐町,434442,ｺｳｻﾏﾁ,43,1
山都町,434477,ﾔﾏﾄﾁｮｳ,43,1
氷川町,434680,ﾋｶﾜﾁｮｳ,43,1
芦北町,434825,ｱｼｷﾀﾏﾁ,43,1
津奈木町,434841,ﾂﾅｷﾞﾏﾁ,43,1
錦町,435015,ﾆｼｷﾏﾁ,43,1
多良木町,435058,ﾀﾗｷﾞﾏﾁ,43,1
湯前町,435066,ﾕﾉﾏｴﾏﾁ,43,1
水上村,435074,ﾐｽﾞｶﾐﾑﾗ,43,1
相良村,435104,ｻｶﾞﾗﾑﾗ,43,1
五木村,435112,ｲﾂｷﾑﾗ,43,1
山江村,435121,ﾔﾏｴﾑﾗ,43,1
球磨村,435139,ｸﾏﾑﾗ,43,1
あさぎり町,435147,ｱｻｷﾞﾘﾁｮｳ,43,1
苓北町,435317,ﾚｲﾎｸﾏﾁ,43,1
大分市,442011,ｵｵｲﾀｼ,44,1
別府市,442020,ﾍﾞｯﾌﾟｼ,44,1
中津市,442038,ﾅｶﾂｼ,44,1
日田市,442046,ﾋﾀｼ,44,1
佐伯市,442054,ｻｲｷｼ,44,1
臼杵市,442062,ｳｽｷｼ,44,1
津久見市,442071,ﾂｸﾐｼ,44,1
竹田市,442089,ﾀｹﾀｼ,44,1
豊後高田市,442097,ﾌﾞﾝｺﾞﾀｶﾀﾞｼ,44,1
杵築市,442101,ｷﾂｷｼ,44,1
宇佐市,442119,ｳｻｼ,44,1
豊後大野市,442127,ﾌﾞﾝｺﾞｵｵﾉｼ,44,1
由布市,442135,ﾕﾌｼ,44,1
国東市,442143,ｸﾆｻｷｼ,44,1
姫島村,443221,ﾋﾒｼﾏﾑﾗ,44,1
日出町,443417,ﾋｼﾞﾏﾁ,44,1
九重町,444618,ｺｺﾉｴﾏﾁ,44,1
玖珠町,444626,ｸｽﾏﾁ,44,1
宮崎市,452017,ﾐﾔｻﾞｷｼ,45,1
都城市,452025,ﾐﾔｺﾉｼﾞｮｳｼ,45,1
延岡市,452033,ﾉﾍﾞｵｶｼ,45,1
日南市,452041,ﾆﾁﾅﾝｼ,45,1
小林市,452050,ｺﾊﾞﾔｼｼ,45,1
日向市,452068,ﾋｭｳｶﾞｼ,45,1
串間市,452076,ｸｼﾏｼ,45,1
西都市,452084,ｻｲﾄｼ,45,1
えびの市,452092,ｴﾋﾞﾉｼ,45,1
三股町,453412,ﾐﾏﾀﾁｮｳ,45,1
高原町,453617,ﾀｶﾊﾙﾁｮｳ,45,1
国富町,453820,ｸﾆﾄﾐﾁｮｳ,45,1
綾町,453838,ｱﾔﾁｮｳ,45,1
高鍋町,454010,ﾀｶﾅﾍﾞﾁｮｳ,45,1
新富町,454028,ｼﾝﾄﾐﾁｮｳ,45,1
西米良村,454036,ﾆｼﾒﾗｿﾝ,45,1
木城町,454044,ｷｼﾞｮｳﾁｮｳ,45,1
川南町,454052,ｶﾜﾐﾅﾐﾁｮｳ,45,1
都農町,454061,ﾂﾉﾁｮｳ,45,1
門川町,454214,ｶﾄﾞｶﾞﾜﾁｮｳ,45,1
諸塚村,454290,ﾓﾛﾂｶｿﾝ,45,1
椎葉村,454303,ｼｲﾊﾞｿﾝ,45,1
美郷町,454311,ﾐｻﾄﾁｮｳ,45,1
高千穂町,454419,ﾀｶﾁﾎﾁｮｳ,45,1
日之影町,454427,ﾋﾉｶｹﾞﾁｮｳ,45,1
五ヶ瀬町,454435,ｺﾞｶｾﾁｮｳ,45,1
鹿児島市,462012,ｶｺﾞｼﾏｼ,46,1
鹿屋市,462039,ｶﾉﾔｼ,46,1
枕崎市,462047,ﾏｸﾗｻﾞｷｼ,46,1
阿久根市,462063,ｱｸﾈｼ,46,1
出水市,462080,ｲｽﾞﾐｼ,46,1
指宿市,462101,ｲﾌﾞｽｷｼ,46,1
西之表市,462136,ﾆｼﾉｵﾓﾃｼ,46,1
垂水市,462144,ﾀﾙﾐｽﾞｼ,46,1
薩摩川内市,462152,ｻﾂﾏｾﾝﾀﾞｲｼ,46,1
日置市,462161,ﾋｵｷｼ,46,1
曽於市,462179,ｿｵｼ,46,1
霧島市,462187,ｷﾘｼﾏｼ,46,1
いちき串木野市,462195,ｲﾁｷｸｼｷﾉｼ,46,1
南さつま市,462209,ﾐﾅﾐｻﾂﾏｼ,46,1
志布志市,462217,ｼﾌﾞｼｼ,46,1
奄美市,462225,ｱﾏﾐｼ,46,1
南九州市,462233,ﾐﾅﾐｷｭｳｼｭｳｼ,46,1
伊佐市,462241,ｲｻｼ,46,1
姶良市,462250,ｱｲﾗｼ,46,1
三島村,463035,ﾐｼﾏﾑﾗ,46,1
十島村,463043,ﾄｼﾏﾑﾗ,46,1
さつま町,463922,ｻﾂﾏﾁｮｳ,46,1
長島町,464040,ﾅｶﾞｼﾏﾁｮｳ,46,1
湧水町,464520,ﾕｳｽｲﾁｮｳ,46,1
大崎町,464686,ｵｵｻｷﾁｮｳ,46,1
東串良町,464821,ﾋｶﾞｼｸｼﾗﾁｮｳ,46,1
錦江町,464902,ｷﾝｺｳﾁｮｳ,46,1
南大隅町,464911,ﾐﾅﾐｵｵｽﾐﾁｮｳ,46,1
肝付町,464929,ｷﾓﾂｷﾁｮｳ,46,1
中種子町,465011,ﾅｶﾀﾈﾁｮｳ,46,1
南種子町,465020,ﾐﾅﾐﾀﾈﾁｮｳ,46,1
屋久島町,465054,ﾔｸｼﾏﾁｮｳ,46,1
大和村,465232,ﾔﾏﾄｿﾝ,46,1
宇検村,465241,ｳｹﾝｿﾝ,46,1
瀬戸内町,465259,ｾﾄｳﾁﾁｮｳ,46,1
龍郷町,465275,ﾀﾂｺﾞｳﾁｮｳ,46,1
喜界町,465291,ｷｶｲﾁｮｳ,46,1
徳之島町,465305,ﾄｸﾉｼﾏﾁｮｳ,46,1
天城町,465313,ｱﾏｷﾞﾁｮｳ,46,1
伊仙町,465321,ｲｾﾝﾁｮｳ,46,1
和泊町,465330,ﾜﾄﾞﾏﾘﾁｮｳ,46,1
知名町,465348,ﾁﾅﾁｮｳ,46,1
与論町,465356,ﾖﾛﾝﾁｮｳ,46,1
那覇市,472018,ﾅﾊｼ,47,1
宜野湾市,472051,ｷﾞﾉﾜﾝｼ,47,1
石垣市,472077,ｲｼｶﾞｷｼ,47,1
浦添市,472085,ｳﾗｿｴｼ,47,1
名護市,472093,ﾅｺﾞｼ,47,1
糸満市,472107,ｲﾄﾏﾝｼ,47,1
沖縄市,472115,ｵｷﾅﾜｼ,47,1
豊見城市,472123,ﾄﾐｸﾞｽｸｼ,47,1
うるま市,472131,ｳﾙﾏｼ,47,1
宮古島市,472140,ﾐﾔｺｼﾞﾏｼ,47,1
南城市,472158,ﾅﾝｼﾞｮｳｼ,47,1
国頭村,473014,ｸﾆｶﾞﾐｿﾝ,47,1
大宜味村,473022,ｵｵｷﾞﾐｿﾝ,47,1
東村,473031,ﾋｶﾞｼｿﾝ,47,1
今帰仁村,473065,ﾅｷｼﾞﾝｿﾝ,47,1
本部町,473081,ﾓﾄﾌﾞﾁｮｳ,47,1
恩納村,473111,ｵﾝﾅｿﾝ,47,1
宜野座村,473138,ｷﾞﾉｻﾞｿﾝ,47,1
金武町,473146,ｷﾝﾁｮｳ,47,1
伊江村,473154,ｲｴｿﾝ,47,1
読谷村,473243,ﾖﾐﾀﾝｿﾝ,47,1
嘉手納町,473251,ｶﾃﾞﾅﾁｮｳ,47,1
北谷町,473260,ﾁﾔﾀﾝﾁｮｳ,47,1
北中城村,473278,ｷﾀﾅｶｸﾞｽｸｿﾝ,47,1
中城村,473286,ﾅｶｸﾞｽｸｿﾝ,47,1
西原町,473294,ﾆｼﾊﾗﾁｮｳ,47,1
与那原町,473481,ﾖﾅﾊﾞﾙﾁｮｳ,47,1
南風原町,473502,ﾊｴﾊﾞﾙﾁｮｳ,47,1
渡嘉敷村,473537,ﾄｶｼｷｿﾝ,47,1
座間味村,473545,ｻﾞﾏﾐｿﾝ,47,1
粟国村,473553,ｱｸﾞﾆｿﾝ,47,1
渡名喜村,473561,ﾄﾅｷｿﾝ,47,1
南大東村,473570,ﾐﾅﾐﾀﾞｲﾄｳｿﾝ,47,1
北大東村,473588,ｷﾀﾀﾞｲﾄｳｿﾝ,47,1
伊平屋村,473596,ｲﾍﾔｿﾝ,47,1
伊是名村,473600,ｲｾﾞﾅｿﾝ,47,1
久米島町,473618,ｸﾒｼﾞﾏﾁｮｳ,47,1
八重瀬町,473626,ﾔｴｾﾁｮｳ,47,1
多良間村,473758,ﾀﾗﾏｿﾝ,47,1
竹富町,473812,ﾀｹﾄﾐﾁｮｳ,47,1
与那国町,473821,ﾖﾅｸﾞﾆﾁｮｳ,47,1
アイスランド共和国,52001,ｱｲｽﾗﾝﾄﾞｷｮｳﾜｺｸ,52,1
アイルランド,52002,ｱｲﾙﾗﾝﾄﾞ,52,1
アゼルバイジャン共和国,52003,ｱｾﾞﾙﾊﾞｲｼﾞｬﾝｷｮｳﾜｺｸ,52,1
アフガニスタン・イスラム共和国,53004,ｱﾌｶﾞﾆｽﾀﾝ･ｲｽﾗﾑｷｮｳﾜｺｸ,53,1
アメリカ合衆国,50005,ｱﾒﾘｶｶﾞｯｼｭｳｺｸ,50,1
アラブ首長国連邦,53006,ｱﾗﾌﾞｼｭﾁｮｳｺｸﾚﾝﾎﾟｳ,53,1
アルジェリア民主人民共和国,54007,ｱﾙｼﾞｪﾘｱﾐﾝｼｭｼﾞﾝﾐﾝｷｮｳﾜｺｸ,54,1
アルゼンチン共和国,51008,ｱﾙｾﾞﾝﾁﾝｷｮｳﾜｺｸ,51,1
アルバニア共和国,52009,ｱﾙﾊﾞﾆｱｷｮｳﾜｺｸ,52,1
アルメニア共和国,52010,ｱﾙﾒﾆｱｷｮｳﾜｺｸ,52,1
アンゴラ共和国,54011,ｱﾝｺﾞﾗｷｮｳﾜｺｸ,54,1
アンティグア・バーブーダ,51012,ｱﾝﾃｨｸﾞｱ･ﾊﾞｰﾌﾞｰﾀﾞ,51,1
アンドラ公国,52013,ｱﾝﾄﾞﾗｺｳｺｸ,52,1
イエメン共和国,53014,ｲｴﾒﾝｷｮｳﾜｺｸ,53,1
イスラエル国,53015,ｲｽﾗｴﾙｺｸ,53,1
イタリア共和国,52016,ｲﾀﾘｱｷｮｳﾜｺｸ,52,1
イラク共和国,53017,ｲﾗｸｷｮｳﾜｺｸ,53,1
イラン・イスラム共和国,53018,ｲﾗﾝ･ｲｽﾗﾑｷｮｳﾜｺｸ,53,1
インド,48019,ｲﾝﾄﾞ,48,1
インドネシア共和国,48020,ｲﾝﾄﾞﾈｼｱｷｮｳﾜｺｸ,48,1
ウガンダ共和国,54021,ｳｶﾞﾝﾀﾞｷｮｳﾜｺｸ,54,1
ウクライナ,52022,ｳｸﾗｲﾅ,52,1
ウズベキスタン共和国,52023,ｳｽﾞﾍﾞｷｽﾀﾝｷｮｳﾜｺｸ,52,1
ウルグアイ東方共和国,51024,ｳﾙｸﾞｱｲﾄｳﾎｳｷｮｳﾜｺｸ,51,1
英国（グレートブリテン及び北アイルランド連合王国）,52025,ｴｲｺｸ (ｸﾞﾚｰﾄﾌﾞﾘﾃﾝｵﾖﾋﾞ ｷﾀｱｲﾙﾗﾝﾄﾞﾚﾝｺﾞｳｵｳｺｸ),52,1
エクアドル共和国,51026,ｴｸｱﾄﾞﾙｷｮｳﾜｺｸ,51,1
エジプト・アラブ共和国,54027,ｴｼﾞﾌﾟﾄ･ｱﾗﾌﾞｷｮｳﾜｺｸ,54,1
エストニア共和国,52028,ｴｽﾄﾆｱｷｮｳﾜｺｸ,52,1
エスワティニ王国,54029,ｴｽﾜﾃｨﾆｵｳｺｸ,54,1
エチオピア連邦民主共和国,54030,ｴﾁｵﾋﾟｱﾚﾝﾎﾟｳﾐﾝｼｭｷｮｳﾜｺｸ,54,1
エリトリア国,54031,ｴﾘﾄﾘｱｺｸ,54,1
エルサルバドル共和国,51032,ｴﾙｻﾙﾊﾞﾄﾞﾙｷｮｳﾜｺｸ,51,1
オーストラリア連邦,49033,ｵｰｽﾄﾗﾘｱﾚﾝﾎﾟｳ,49,1
オーストリア共和国,52034,ｵｰｽﾄﾘｱｷｮｳﾜｺｸ,52,1
オマーン国,53035,ｵﾏｰﾝｺｸ,53,1
オランダ王国,52036,ｵﾗﾝﾀﾞｵｳｺｸ,52,1
ガーナ共和国,54037,ｶﾞｰﾅｷｮｳﾜｺｸ,54,1
カーボベルデ共和国,54038,ｶｰﾎﾞﾍﾞﾙﾃﾞｷｮｳﾜｺｸ,54,1
ガイアナ共和国,51039,ｶﾞｲｱﾅｷｮｳﾜｺｸ,51,1
カザフスタン共和国,52040,ｶｻﾞﾌｽﾀﾝｷｮｳﾜｺｸ,52,1
カタール国,53041,ｶﾀｰﾙｺｸ,53,1
カナダ,50042,ｶﾅﾀﾞ,50,1
ガボン共和国,54043,ｶﾞﾎﾞﾝｷｮｳﾜｺｸ,54,1
カメルーン共和国,54044,ｶﾒﾙｰﾝｷｮｳﾜｺｸ,54,1
ガンビア共和国,54045,ｶﾞﾝﾋﾞｱｷｮｳﾜｺｸ,54,1
カンボジア王国,48046,ｶﾝﾎﾞｼﾞｱｵｳｺｸ,48,1
北朝鮮,48047,ｷﾀﾁｮｳｾﾝ,48,1
北マケドニア共和国,52048,ｷﾀﾏｹﾄﾞﾆｱｷｮｳﾜｺｸ,52,1
ギニア共和国,54049,ｷﾞﾆｱｷｮｳﾜｺｸ,54,1
ギニアビサウ共和国,54050,ｷﾞﾆｱﾋﾞｻｳｷｮｳﾜｺｸ,54,1
キプロス共和国,52051,ｷﾌﾟﾛｽｷｮｳﾜｺｸ,52,1
キューバ共和国,51052,ｷｭｰﾊﾞｷｮｳﾜｺｸ,51,1
ギリシャ共和国,52053,ｷﾞﾘｼｬｷｮｳﾜｺｸ,52,1
キリバス共和国,48054,ｷﾘﾊﾞｽｷｮｳﾜｺｸ,48,1
キルギス共和国,52055,ｷﾙｷﾞｽｷｮｳﾜｺｸ,52,1
グアテマラ共和国,51056,ｸﾞｱﾃﾏﾗｷｮｳﾜｺｸ,51,1
クウェート国,53057,ｸｳｪｰﾄｺｸ,53,1
クック諸島,49058,ｸｯｸｼｮﾄｳ,49,1
グレナダ,51059,ｸﾞﾚﾅﾀﾞ,51,1
クロアチア共和国,52060,ｸﾛｱﾁｱｷｮｳﾜｺｸ,52,1
ケニア共和国,54061,ｹﾆｱｷｮｳﾜｺｸ,54,1
コートジボワール共和国,54062,ｺｰﾄｼﾞﾎﾞﾜｰﾙｷｮｳﾜｺｸ,54,1
コスタリカ共和国,51063,ｺｽﾀﾘｶｷｮｳﾜｺｸ,51,1
コソボ共和国,52064,ｺｿﾎﾞｷｮｳﾜｺｸ,52,1
コモロ連合,54065,ｺﾓﾛﾚﾝｺﾞｳ,54,1
コロンビア共和国,51066,ｺﾛﾝﾋﾞｱｷｮｳﾜｺｸ,51,1
コンゴ共和国,54067,ｺﾝｺﾞｷｮｳﾜｺｸ,54,1
コンゴ民主共和国,54068,ｺﾝｺﾞﾐﾝｼｭｷｮｳﾜｺｸ,54,1
サウジアラビア王国,53069,ｻｳｼﾞｱﾗﾋﾞｱｵｳｺｸ,53,1
サモア独立国,48070,ｻﾓｱﾄﾞｸﾘﾂｺｸ,48,1
サントメ・プリンシペ民主共和国,54071,ｻﾝﾄﾒ･ﾌﾟﾘﾝｼﾍﾟﾐﾝｼｭｷｮｳﾜｺｸ,54,1
ザンビア共和国,54072,ｻﾞﾝﾋﾞｱｷｮｳﾜｺｸ,54,1
サンマリノ共和国,52073,ｻﾝﾏﾘﾉｷｮｳﾜｺｸ,52,1
シエラレオネ共和国,54074,ｼｴﾗﾚｵﾈｷｮｳﾜｺｸ,54,1
ジブチ共和国,54075,ｼﾞﾌﾞﾁｷｮｳﾜｺｸ,54,1
ジャマイカ,51076,ｼﾞｬﾏｲｶ,51,1
ジョージア,52077,ｼﾞｮｰｼﾞｱ,52,1
シリア・アラブ共和国,53078,ｼﾘｱ･ｱﾗﾌﾞｷｮｳﾜｺｸ,53,1
シンガポール共和国,48079,ｼﾝｶﾞﾎﾟｰﾙｷｮｳﾜｺｸ,48,1
ジンバブエ共和国,54080,ｼﾞﾝﾊﾞﾌﾞｴｷｮｳﾜｺｸ,54,1
スイス連邦,52081,ｽｲｽﾚﾝﾎﾟｳ,52,1
スウェーデン王国,52082,ｽｳｪｰﾃﾞﾝｵｳｺｸ,52,1
スーダン共和国,54083,ｽｰﾀﾞﾝｷｮｳﾜｺｸ,54,1
スペイン,52084,ｽﾍﾟｲﾝ,52,1
スリナム共和国,51085,ｽﾘﾅﾑｷｮｳﾜｺｸ,51,1
スリランカ民主社会主義共和国,48086,ｽﾘﾗﾝｶﾐﾝｼｭｼｬｶｲｼｭｷﾞｷｮｳﾜｺｸ,48,1
スロバキア共和国,52087,ｽﾛﾊﾞｷｱｷｮｳﾜｺｸ,52,1
スロベニア共和国,52088,ｽﾛﾍﾞﾆｱｷｮｳﾜｺｸ,52,1
セーシェル共和国,54089,ｾｰｼｪﾙｷｮｳﾜｺｸ,54,1
赤道ギニア共和国,54090,ｾｷﾄﾞｳｷﾞﾆｱｷｮｳﾜｺｸ,54,1
セネガル共和国,54091,ｾﾈｶﾞﾙｷｮｳﾜｺｸ,54,1
セルビア共和国,52092,ｾﾙﾋﾞｱｷｮｳﾜｺｸ,52,1
セントクリストファー・ネービス,51093,ｾﾝﾄｸﾘｽﾄﾌｧｰ･ﾈｰﾋﾞｽ,51,1
セントビンセント及びグレナディーン諸島,51094,ｾﾝﾄﾋﾞﾝｾﾝﾄｵﾖﾋﾞ ｸﾞﾚﾅﾃﾞｨｰﾝｼｮﾄｳ,51,1
セントルシア,51095,ｾﾝﾄﾙｼｱ,51,1
ソマリア連邦共和国,54096,ｿﾏﾘｱﾚﾝﾎﾟｳｷｮｳﾜｺｸ,54,1
ソロモン諸島,49097,ｿﾛﾓﾝｼｮﾄｳ,49,1
タイ王国,48098,ﾀｲｵｳｺｸ,48,1
大韓民国,48099,ﾀﾞｲｶﾝﾐﾝｺｸ,48,1
台湾,48100,ﾀｲﾜﾝ,48,1
タジキスタン共和国,52101,ﾀｼﾞｷｽﾀﾝｷｮｳﾜｺｸ,52,1
タンザニア連合共和国,54102,ﾀﾝｻﾞﾆｱﾚﾝｺﾞｳｷｮｳﾜｺｸ,54,1
チェコ共和国,52103,ﾁｪｺｷｮｳﾜｺｸ,52,1
チャド共和国,54104,ﾁｬﾄﾞｷｮｳﾜｺｸ,54,1
中央アフリカ共和国,54105,ﾁｭｳｵｳｱﾌﾘｶｷｮｳﾜｺｸ,54,1
中華人民共和国,48106,ﾁｭｳｶｼﾞﾝﾐﾝｷｮｳﾜｺｸ,48,1
チュニジア共和国,54107,ﾁｭﾆｼﾞｱｷｮｳﾜｺｸ,54,1
チリ共和国,51108,ﾁﾘｷｮｳﾜｺｸ,51,1
ツバル,49109,ﾂﾊﾞﾙ,49,1
デンマーク王国,52110,ﾃﾞﾝﾏｰｸｵｳｺｸ,52,1
ドイツ連邦共和国,52111,ﾄﾞｲﾂﾚﾝﾎﾟｳｷｮｳﾜｺｸ,52,1
トーゴ共和国,54112,ﾄｰｺﾞｷｮｳﾜｺｸ,54,1
ドミニカ国,51113,ﾄﾞﾐﾆｶｺｸ,51,1
ドミニカ共和国,51114,ﾄﾞﾐﾆｶｷｮｳﾜｺｸ,51,1
トリニダード・トバゴ共和国,51115,ﾄﾘﾆﾀﾞｰﾄﾞﾄﾊﾞｺﾞｷｮｳﾜｺｸ,51,1
トルクメニスタン,52116,ﾄﾙｸﾒﾆｽﾀﾝ,52,1
トルコ共和国,53117,ﾄﾙｺｷｮｳﾜｺｸ,53,1
トンガ王国,49118,ﾄﾝｶﾞｵｳｺｸ,49,1
ナイジェリア連邦共和国,54119,ﾅｲｼﾞｪﾘｱﾚﾝﾎﾟｳｷｮｳﾜｺｸ,54,1
ナウル共和国,49120,ﾅｳﾙｷｮｳﾜｺｸ,49,1
ナミビア共和国,54121,ﾅﾐﾋﾞｱｷｮｳﾜｺｸ,54,1
ニウエ,49122,ﾆｳｴ,49,1
ニカラグア共和国,51123,ﾆｶﾗｸﾞｱｷｮｳﾜｺｸ,51,1
ニジェール共和国,54124,ﾆｼﾞｪｰﾙｷｮｳﾜｺｸ,54,1
ニュージーランド,49125,ﾆｭｰｼﾞｰﾗﾝﾄﾞ,49,1
ネパール連邦民主共和国,48126,ﾈﾊﾟｰﾙﾚﾝﾎﾟｳﾐﾝｼｭｷｮｳﾜｺｸ,48,1
ノルウェー王国,52127,ﾉﾙｳｪｰｵｳｺｸ,52,1
バーレーン王国,53128,ﾊﾞｰﾚｰﾝｵｳｺｸ,53,1
ハイチ共和国,51129,ﾊｲﾁｷｮｳﾜｺｸ,51,1
パキスタン・イスラム共和国,48130,ﾊﾟｷｽﾀﾝ･ｲｽﾗﾑｷｮｳﾜｺｸ,48,1
バチカン市国,52131,ﾊﾞﾁｶﾝｼｺｸ,52,1
パナマ共和国,51132,ﾊﾟﾅﾏｷｮｳﾜｺｸ,51,1
バヌアツ共和国,49133,ﾊﾞﾇｱﾂｷｮｳﾜｺｸ,49,1
バハマ国,51134,ﾊﾞﾊﾏｺｸ,51,1
パプアニューギニア独立国,49135,ﾊﾟﾌﾟｱﾆｭｰｷﾞﾆｱﾄﾞｸﾘﾂｺｸ,49,1
パラオ共和国,49136,ﾊﾟﾗｵｷｮｳﾜｺｸ,49,1
パラグアイ共和国,51137,ﾊﾟﾗｸﾞｱｲｷｮｳﾜｺｸ,51,1
バルバドス,51138,ﾊﾞﾙﾊﾞﾄﾞｽ,51,1
パレスチナ,53139,ﾊﾟﾚｽﾁﾅ,53,1
ハンガリー,52140,ﾊﾝｶﾞﾘｰ,52,1
バングラデシュ人民共和国,48141,ﾊﾞﾝｸﾞﾗﾃﾞｼｭｼﾞﾝﾐﾝｷｮｳﾜｺｸ,48,1
東ティモール民主共和国,48142,ﾋｶﾞｼﾃｨﾓｰﾙﾐﾝｼｭｷｮｳﾜｺｸ,48,1
フィジー共和国,49143,ﾌｨｼﾞｰｷｮｳﾜｺｸ,49,1
フィリピン共和国,48144,ﾌｨﾘﾋﾟﾝｷｮｳﾜｺｸ,48,1
フィンランド共和国,52145,ﾌｨﾝﾗﾝﾄﾞｷｮｳﾜｺｸ,52,1
ブータン王国,48146,ﾌﾞｰﾀﾝｵｳｺｸ,48,1
ブラジル連邦共和国,51147,ﾌﾞﾗｼﾞﾙﾚﾝﾎﾟｳｷｮｳﾜｺｸ,51,1
フランス共和国,52148,ﾌﾗﾝｽｷｮｳﾜｺｸ,52,1
ブルガリア共和国,52149,ﾌﾞﾙｶﾞﾘｱｷｮｳﾜｺｸ,52,1
ブルキナファソ,54150,ﾌﾞﾙｷﾅﾌｧｿ,54,1
ブルネイ・ダルサラーム国,48151,ﾌﾞﾙﾈｲ･ﾀﾞﾙｻﾗｰﾑｺｸ,48,1
ブルンジ共和国,54152,ﾌﾞﾙﾝｼﾞｷｮｳﾜｺｸ,54,1
ベトナム社会主義共和国,48153,ﾍﾞﾄﾅﾑｼｬｶｲｼｭｷﾞｷｮｳﾜｺｸ,48,1
ベナン共和国,54154,ﾍﾞﾅﾝｷｮｳﾜｺｸ,54,1
ベネズエラ・ボリバル共和国,51155,ﾍﾞﾈｽﾞｴﾗ･ﾎﾞﾘﾊﾞﾙｷｮｳﾜｺｸ,51,1
ベラルーシ共和国,52156,ﾍﾞﾗﾙｰｼｷｮｳﾜｺｸ,52,1
ベリーズ,51157,ﾍﾞﾘｰｽﾞ,51,1
ペルー共和国,51158,ﾍﾟﾙｰｷｮｳﾜｺｸ,51,1
ベルギー王国,52159,ﾍﾞﾙｷﾞｰｵｳｺｸ,52,1
ポーランド共和国,52160,ﾎﾟｰﾗﾝﾄﾞｷｮｳﾜｺｸ,52,1
ボスニア・ヘルツェゴビナ,52161,ﾎﾞｽﾆｱ･ﾍﾙﾂｪｺﾞﾋﾞﾅ,52,1
ボツワナ共和国,54162,ﾎﾞﾂﾜﾅｷｮｳﾜｺｸ,54,1
ボリビア多民族国,51163,ﾎﾞﾘﾋﾞｱﾀﾐﾝｿﾞｸｺｸ,51,1
ポルトガル共和国,52164,ﾎﾟﾙﾄｶﾞﾙｷｮｳﾜｺｸ,52,1
香港,48165,ﾎﾝｺﾝ,48,1
ホンジュラス共和国,51166,ﾎﾝｼﾞｭﾗｽｷｮｳﾜｺｸ,51,1
マカオ,48167,ﾏｶｵ,48,1
マーシャル諸島共和国,49168,ﾏｰｼｬﾙｼｮﾄｳｷｮｳﾜｺｸ,49,1
マダガスカル共和国,54169,ﾏﾀﾞｶﾞｽｶﾙｷｮｳﾜｺｸ,54,1
マラウイ共和国,54170,ﾏﾗｳｲｷｮｳﾜｺｸ,54,1
マリ共和国,54171,ﾏﾘｷｮｳﾜｺｸ,54,1
マルタ共和国,52172,ﾏﾙﾀｷｮｳﾜｺｸ,52,1
マレーシア,48173,ﾏﾚｰｼｱ,48,1
ミクロネシア連邦,49174,ﾐｸﾛﾈｼｱﾚﾝﾎﾟｳ,49,1
南アフリカ共和国,54175,ﾐﾅﾐｱﾌﾘｶｷｮｳﾜｺｸ,54,1
南スーダン共和国,54176,ﾐﾅﾐｽｰﾀﾞﾝｷｮｳﾜｺｸ,54,1
ミャンマー連邦共和国,48177,ﾐｬﾝﾏｰﾚﾝﾎﾟｳｷｮｳﾜｺｸ,48,1
メキシコ合衆国,51178,ﾒｷｼｺｶﾞｯｼｭｳｺｸ,51,1
モーリシャス共和国,54179,ﾓｰﾘｼｬｽｷｮｳﾜｺｸ,54,1
モーリタニア・イスラム共和国,54180,ﾓｰﾘﾀﾆｱ･ｲｽﾗﾑｷｮｳﾜｺｸ,54,1
モザンビーク共和国,54181,ﾓｻﾞﾝﾋﾞｰｸｷｮｳﾜｺｸ,54,1
モナコ公国,52182,ﾓﾅｺｺｳｺｸ,52,1
モルディブ共和国,48183,ﾓﾙﾃﾞｨﾌﾞｷｮｳﾜｺｸ,48,1
モルドバ共和国,52184,ﾓﾙﾄﾞﾊﾞｷｮｳﾜｺｸ,52,1
